,pl_name,hostname,discoverymethod,disc_year,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,st_mass,st_rad,st_teff,st_lum,st_spectype,sy_dist
1136,OGLE-2018-BLG-0962L b,OGLE-2018-BLG-0962L,Microlensing,2021,,425.89006538,,3.59,,,0.54,,,,,6500.0
1137,Kepler-332 d,Kepler-332,Transit,2014,1.18,,34.21154,0.189,,,,0.72,4955.0,,,344.19
1138,TOI-4600 c,TOI-4600,Transit,2023,9.42,2946.26933289,482.8191,1.152,0.21,191.0,0.89,0.81,5170.0,-0.37675,K V,216.056
1139,BD+63 1405 b,BD+63 1405,Radial Velocity,2021,,1258.60049172,1198.48,2.06,0.88,,0.816,,5000.0,,K0,38.0473
1140,HD 96167 b,HD 96167,Radial Velocity,2009,,227.88411,498.04,1.332,0.685,,1.27,1.94,5733.0,,,85.3006
1141,Kepler-1336 c,Kepler-1336,Transit,2016,1.71,,5.77721211,,,,0.94,1.3,5512.0,,,1126.64
1142,BD+20 594 b,BD+20 594,Transit,2016,2.57807,22.2481,41.6855,,0.0,,1.67,1.08,5766.0,,,179.461
1143,Kepler-172 d,Kepler-172,Transit,2014,2.25,,14.627119,0.118,,,,1.085,5526.0,,,828.592
1144,Kepler-304 b,Kepler-304,Transit,2014,2.86,,3.295709,0.039,,,,0.687,4731.0,,,434.684
1145,EPIC 212297394 b,EPIC 212297394,Transit,2019,1.48,,2.289363,,,1149.0,0.83,0.8,5171.0,,,418.395
1146,Kepler-287 c,Kepler-287,Transit,2014,3.26,,44.851896,0.246,,,,1.032,5806.0,,,835.86
1147,Kepler-995 b,Kepler-995,Transit,2016,2.7,,28.26731672,,,,0.83,0.8,5206.0,,,609.638
1148,CoRoT-18 b,CoRoT-18,Transit,2011,14.68,1102.82,1.9000693,0.0295,0.08,1550.0,0.95,1.0,5440.0,,G9 V,764.889
1149,CoRoT-27 b,CoRoT-27,Transit,2014,11.287,3302.11,3.57532,0.0476,0.065,1500.0,1.05,1.08,5900.0,,G2,1010.28
1150,Kepler-1673 b,Kepler-1673,Transit,2020,2.9355194,,33.7888,,,,1.11,1.13166,6014.95,0.17906,,727.187
1151,Kepler-1343 b,Kepler-1343,Transit,2016,1.93,,3.35183158,,,,0.95,0.93,5759.0,,,1756.71
1152,Kepler-142 b,Kepler-142,Transit,2014,1.99,,2.024152,0.032,,,,1.269,5790.0,,,548.686
1153,Kepler-389 b,Kepler-389,Transit,2014,1.51,,3.244107,0.041,,,,0.792,5376.0,,,816.559
1154,GJ 508.2 b,GJ 508.2,Radial Velocity,2025,,587.98255295,5300.0,4.85,0.27,,0.54,0.53,3720.0,,M1.0 V,16.6374
1155,Kepler-394 c,Kepler-394,Transit,2014,1.66,,12.130686,0.11,,,,1.132,6402.0,,,1058.72
1156,WASP-11 b,WASP-11,Transit,2008,12.44199,251.0857,3.72247,,0.0,,1.42,0.89,4800.0,,,124.73
1157,Kepler-1600 b,Kepler-1600,Transit,2016,3.13,,386.370548,,,,0.86,0.82,5214.0,,,1030.81
1158,CoRoT-7 d,CoRoT-7,Radial Velocity,2022,,17.142,8.966,,,,0.915,,5250.0,,G9 V,159.906
1159,Kepler-937 b,Kepler-937,Transit,2016,3.72,,67.668827,,,,1.15,1.22,6095.0,,,1571.46
1160,OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,Microlensing,2020,,160.0,,4.06,,,0.7,,,,,3950.0
1161,Kepler-359 c,Kepler-359,Transit,2014,4.3,,57.68802,0.307,,,,1.086,6248.0,,,1443.21
1162,TOI-1260 d,TOI-1260,Transit,2022,3.12,11.84,16.608164,0.1116,0.0,499.0,0.679,0.672,4227.0,-0.88941,,73.5977
1163,HD 37124 d,HD 37124,Radial Velocity,2005,,221.20968,1862.0,2.807,0.16,,0.85,,,,G4 V,31.6634
1164,TOI-1749 c,TOI-1749,Transit,2021,2.12,14.0,4.4929,0.0443,0.019,673.0,0.58,0.55,3985.0,,M0 V,99.5561
1165,Kepler-1586 b,Kepler-1586,Transit,2016,1.52,,15.6049212,,,,1.45,1.75,6681.0,,,552.55
1166,TOI-1794 b,TOI-1794,Transit,2024,3.29701268,8.7,8.765528,0.082,0.0,992.91,0.9698,1.3162,5631.0,0.19728,,155.791
1167,Kepler-79 d,Kepler-79,Transit,2014,7.16,6.0,52.0902,0.287,0.025,,1.165,1.302,6174.0,0.342,,1020.72
1168,EPIC 201427007 b,EPIC 201427007,Transit,2021,1.5,,0.72091,,,,,0.94,5633.0,,,706.391
1169,TOI-6695 b,TOI-6695,Transit,2025,9.52763359,66.74396547,80.389,0.402,0.04,599.0,1.338,1.517,6400.0,0.54033,F5V-G0V,282.536
1170,Kepler-1261 b,Kepler-1261,Transit,2016,2.26,,48.4308991,,,,0.82,0.77,5006.0,,,744.294
1171,K2-26 b,K2-26,Transit,2016,2.67,,14.5665,0.0962,,430.0,0.56,0.52,3785.0,-1.3098,M1.0 V,99.0504
1172,HD 106906 b,HD 106906,Imaging,2013,,3496.0,,650.0,,1800.0,1.5,,6516.0,0.75,F5 V,103.029
1173,TOI-904 b,TOI-904,Transit,2023,2.426,,10.8772,0.056,,429.43,0.557,0.527,3770.2,-1.29243,,46.0891
1174,47 UMa b,47 UMa,Radial Velocity,1996,,804.08,1078.0,2.1,0.032,,1.06,1.21334,5872.0,0.1978,,13.7967
1175,bet Cnc b,bet Cnc,Radial Velocity,2014,,2479.0,605.2,1.7,0.08,,1.7,47.2,4092.1,2.9,K4 III,89.0472
1176,K2-246 b,K2-246,Transit,2018,3.49,,5.76918,0.0602,,977.0,0.87,0.94,5610.0,,,703.616
1177,Kepler-1548 b,Kepler-1548,Transit,2016,2.64,,124.828679,,,,0.99,0.97,5706.0,,,872.279
1178,Kepler-197 b,Kepler-197,Transit,2014,1.02,,5.599308,0.06,,,,1.12,6004.0,,,330.575
1179,WASP-92 b,WASP-92,Transit,2016,16.376349,255.85315,2.1746742,0.0348,0.0,1871.0,1.19,1.341,6280.0,,F7,575.889
1180,Kepler-65 c,Kepler-65,Transit,2012,2.58,,5.859944,0.068,,,1.25,1.41,6211.0,,,303.728
1181,EPIC 206024342 c,EPIC 206024342,Transit,2021,1.4,,0.911724,,,,,1.1,5724.0,,,369.888
1182,KIC 10068024 b,KIC 10068024,Orbital Brightness Modulation,2021,,635.656814,2.073549,,,,1.22,1.574,6118.4,,,721.105
1183,K2-202 b,K2-202,Transit,2018,2.30165603,,3.405164,,,,0.971461,0.910685,5491.0,,,300.397
1184,Kepler-1892 b,Kepler-1892,Transit,2021,1.83707938,,6.331230164,,,,0.851,0.759,5383.0,,,851.595
1185,TOI-3980 b,TOI-3980,Transit,2025,14.4595851,187.51876013,3.6089254,0.0494,0.16,1621.0,1.24,1.626,5840.0,0.44248,,486.721
1186,TOI-5301 b,TOI-5301,Transit,2024,13.09208946,1182.32167404,5.858858,0.073,0.33,1648.0,1.483,2.19,6240.0,0.81624,,629.161
1187,EPIC 211945201 b,EPIC 211945201,Transit,2018,5.76,,19.49221,0.1493,,817.0,1.17,1.39,6069.0,,,181.69
1188,Kepler-316 b,Kepler-316,Transit,2014,1.06,,2.240508,0.027,,,,0.52,4204.0,,,384.938
1189,HD 7449 b,HD 7449,Radial Velocity,2011,,2597.92939882,1270.55195,2.438,0.752,,1.196,,,,,38.662
1190,DE CVn b,DE CVn,Eclipse Timing Variations,2018,,3823.27330161,4098.1,5.75,0.0,,0.51,,,,,30.5225
1191,K2-30 b,K2-30,Transit,2016,11.646151,184.02357,4.098503,0.04839,0.0,1092.0,0.9,0.844,5425.0,-0.25649,G6 V,333.042
1192,K2-316 b,K2-316,Transit,2020,1.33,,1.133,0.0147,,841.0,0.408,0.379,3436.0,,,112.486
1193,K2-268 f,K2-268,Transit,2021,2.23,,26.27057,,,492.0,0.84,0.78,5106.0,,,327.783
1194,K2-114 b,K2-114,Transit,2017,10.59248676,638.83509807,11.390931,0.0944,0.079,701.4,0.863,0.832,4899.0,-0.4437,,475.758
1195,HIP 41378 c,HIP 41378,Transit,2016,2.727,4.4,31.70603,,,757.0,1.16,1.273,6320.0,,,106.289
1196,Gaia-4 b,Gaia-4,Astrometry,2025,,3750.3752026,571.3,,0.338,,0.644,0.624,4034.0,-0.99957,,73.4829
1197,HD 102195 b,HD 102195,Radial Velocity,2006,,130.3103,4.11377,0.05,0.0,,0.76,0.82,5301.0,,,29.3386
1198,Kepler-416 c,Kepler-416,Transit Timing Variations,2014,,,12.209,,,,1.0,1.075,,,,690.819
1199,HD 192263 b,HD 192263,Radial Velocity,1999,,177.9848,24.3556,0.15,0.05,,0.66,0.74,4976.0,,,19.6359
1200,HD 219666 b,HD 219666,Transit,2018,4.898,17.6,6.034468,,0.05,1076.0,1.02,1.059,5540.0,,,94.1719
1201,Kepler-774 b,Kepler-774,Transit,2016,3.17,,11.0895723,,,,1.57,2.42,6403.0,,,917.804
1202,Kepler-892 b,Kepler-892,Transit,2016,2.81,,13.7521072,,,,0.75,0.72,4747.0,,,570.727
1203,TOI-5126 b,TOI-5126,Transit,2023,4.74,,5.4588385,0.06519,0.0,1442.0,1.24,1.241,6150.0,0.29885,F V,160.414
1204,GJ 411 b,GJ 411,Radial Velocity,2019,,2.69,12.9394,0.07879,0.063,,0.3899,0.3685,3719.0,,,5.675773
1205,NGTS-20 b,NGTS-20,Transit,2022,11.99360935,947.12865286,54.18915,0.313,0.432,688.0,1.47,1.78,5980.0,,G1 IV,382.898
1206,Kepler-111 b,Kepler-111,Transit,2014,1.58,,3.341815,0.046,,,,1.157,5952.0,,,657.223
1207,K2-90 b,K2-90,Transit,2016,2.6,,13.733314,0.096,,502.0,0.629,0.619,4484.0,,,134.188
1208,HD 231701 b,HD 231701,Radial Velocity,2007,,359.1479,141.63,0.567,0.13,,1.21,1.53,6101.0,0.47,F8 V,108.877
1209,Qatar-6 b,Qatar-6,Transit,2017,11.903958,212.31044,3.506195,0.0423,0.0,1006.0,0.822,0.722,5052.0,-0.51428,K2 V,100.848
1210,TOI-2322 b,TOI-2322,Transit,2025,0.994,2.31,11.30717,0.0924,0.0,603.1,0.703,0.662,4664.0,-0.74232,K4,59.861
1211,HD 75784 c,HD 75784,Radial Velocity,2018,,1792.5612,7900.0,8.4,0.489,,1.26,3.4,4867.0,,,85.4321
1212,Kepler-937 c,Kepler-937,Transit,2016,2.67,,153.343364,,,,1.15,1.22,6095.0,,,1571.46
1213,Kepler-79 c,Kepler-79,Transit,2012,3.72,5.9,27.4029,0.187,0.03,,1.165,1.302,6174.0,0.342,,1020.72
1214,GJ 3634 b,GJ 3634,Radial Velocity,2010,,8.4,2.64561,0.0287,0.08,,0.45,0.43,,-1.699,M2.5,20.3779
1215,K2-3 d,K2-3,Transit,2015,1.458,2.2,44.55603,0.2014,0.091,305.2,0.549,0.546,3844.0,-1.23136,M V,44.0727
1216,KMT-2021-BLG-1372L b,KMT-2021-BLG-1372L,Microlensing,2022,,61.27,,2.37,,,0.42,,,,,5970.0
1217,K2-215 b,K2-215,Transit,2018,2.12381238,,8.269648,,,,0.999987,0.974398,5704.0,,,403.964
1218,Kepler-561 c,Kepler-561,Transit,2016,2.68,,5.350161983,,,,0.96,0.94,5646.0,,,621.378
1219,TOI-2152 A b,TOI-2152,Transit,2023,14.35870428,899.45439181,3.3773512,0.05064,0.057,1802.0,1.516,1.612,6630.0,0.65321,F4 V,303.006
1220,Kepler-1406 b,Kepler-1406,Transit,2016,1.1,,11.62905828,,,,1.05,1.12,5892.0,,,572.403
1221,TOI-1235 b,TOI-1235,Transit,2020,1.69,6.69,3.444714,,0.049,,0.63,0.619,3997.0,-1.05404,M0.5 V,39.6345
1222,Kepler-1521 b,Kepler-1521,Transit,2016,2.5,,47.14840805,,,,0.81,0.76,5042.0,,,206.983
1223,KOI-984 b,KOI-984,Transit,2022,4.3,,4.2881785,0.0504,0.12,1022.0,0.928,0.818,5295.0,,,252.667
1224,Kepler-1851 b,Kepler-1851,Transit,2021,3.90012032,,12.02289963,,,,0.967,0.879,5982.0,,,1589.81
1225,Kepler-1065 b,Kepler-1065,Transit,2016,3.73,,3.609308907,,,,0.94,0.93,5635.0,,,1122.48
1226,AU Mic c,AU Mic,Transit,2021,2.52202066,,18.85969,0.1108,0.00338,459.0,0.51,0.744,3678.0,-1.0381,,9.7221
1227,OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,Microlensing,2019,,570.0,,1.8,,,0.18,,,,,7100.0
1228,Kepler-1792 b,Kepler-1792,Transit,2021,2.51990972,,4.1957798,,,,0.878,1.005,5229.0,,,601.029
1229,HD 110067 c,HD 110067,Transit,2023,2.388,6.3,13.673694,0.1039,,699.0,0.798,0.788,5266.0,,K0.0 V,32.1585
1230,TOI-2134 c,TOI-2134,Transit,2023,7.27,41.89,95.5,0.371,0.67,306.0,0.744,0.709,4580.0,-0.7167,K5 V,22.6202
1231,Kepler-82 e,Kepler-82,Transit,2014,2.47,,5.902206,0.063,,,,0.945,5428.0,,,904.326
1232,HAT-P-40 b,HAT-P-40,Transit,2012,17.03768,152.5584,4.45724,,0.0,,1.03,1.94,6080.0,,,464.469
1233,TOI-1260 c,TOI-1260,Transit,2021,2.76,13.2,7.493134,0.0657,0.0,651.0,0.679,0.672,4227.0,-0.88941,,73.5977
1234,Kepler-1483 b,Kepler-1483,Transit,2016,1.52,,9.5085156,,,,1.25,1.4,6337.0,,,1273.78
1235,Kepler-191 c,Kepler-191,Transit,2014,1.86,,17.738506,0.128,,,,0.789,5282.0,,,594.464
1236,Kepler-1602 b,Kepler-1602,Transit,2016,1.34,,11.17931605,,,,1.22,1.36,6296.0,,,629.804
1237,Kepler-1355 b,Kepler-1355,Transit,2016,1.46,,1.289588112,,,,0.88,0.83,5352.0,,,911.269
1238,Kepler-256 d,Kepler-256,Transit,2014,2.48,,5.839172,0.064,,,,1.301,5551.0,,,1026.43
1239,TOI-1136 b,TOI-1136,Transit,2022,,3.5,4.1727,0.05106,0.027,1216.0,1.022,0.968,5770.0,,,84.5362
1240,Kepler-177 c,Kepler-177,Transit,2013,8.73,14.7,49.40926,,0.0,,0.921,1.324,5732.0,,,1435.44
1241,Kepler-158 d,Kepler-158,Transit,2024,0.43,,0.645088,,,,0.656,0.668,4895.97,,K,315.177
1242,Kepler-529 c,Kepler-529,Transit,2016,2.0,,12.8345022,,,,1.07,1.14,6087.0,,,799.008
1243,MOA-2022-BLG-249L b,MOA-2022-BLG-249L,Microlensing,2023,,4.83,,1.63,,,0.18,,,,,2000.0
1244,HAT-P-45 b,HAT-P-45,Transit,2014,15.984,283.492,3.128992,0.0452,0.049,1652.0,1.259,1.319,6330.0,0.4,,298.64
1245,KOI-351 g,KOI-351,Transit,2013,,15.0,210.73514,,0.0292,,1.242,,,,,848.254
1246,TOI-1386 b,TOI-1386,Transit,2024,6.2163865,45.8,25.8401,0.173,0.0,615.03,1.0363,1.0235,5735.0,0.0103,,146.858
1247,HIP 77900 b,HIP 77900,Imaging,2024,,6674.396547,,3319.0,,2507.0,,,,,,150.862
1248,HD 156668 b,HD 156668,Radial Velocity,2010,,4.15,4.6455,0.05,0.0,,0.772,0.72,4850.0,0.23,,24.3323
1249,Kepler-506 b,Kepler-506,Transit,2016,2.73,,6.8834055,,,,1.19,1.19,6236.0,,,228.439
1250,Kepler-375 b,Kepler-375,Transit,2014,1.45,,12.125934,0.101,,,,0.837,5826.0,,,1238.81
1251,TOI-5293 A b,TOI-5293 A,Transit,2023,11.9,170.4,2.930289,0.034,0.38,675.0,0.54,0.52,3586.0,,M3+/-1,162.229
1252,HD 28471 d,HD 28471,Radial Velocity,2025,,4.91,11.681,0.1,0.093,945.0,0.98,1.08,5766.0,,G5 V,43.6455
1253,Kepler-1184 b,Kepler-1184,Transit,2016,2.68,,53.5991044,,,,1.05,1.07,5983.0,,,1157.84
1254,Kepler-222 d,Kepler-222,Transit,2014,3.69,,28.081912,0.18,,,,0.869,5433.0,,,758.854
1255,Kepler-102 d,Kepler-102,Transit,2014,1.154,3.0,10.311767,0.08618,0.092,686.0,0.803,0.724,4909.0,,,107.796
1256,WASP-155 b,WASP-155,Transit,2025,13.45077684,276.8285425,3.110413,0.043,0.0,1468.0,1.09,1.24,5660.0,,,399.63
1257,WASP-110 b,WASP-110,Transit,2021,13.19297028,154.78243421,3.7784022,,,1158.0,0.814,0.853,5392.0,,,274.96
1258,Kepler-1431 b,Kepler-1431,Transit,2016,1.47,,5.86601526,,,,1.03,1.03,5806.0,,,1623.24
1259,Kepler-279 b,Kepler-279,Transit,2014,3.62,,12.309681,0.112,,,,1.746,6363.0,,,1037.4
1260,HATS-28 b,HATS-28,Transit,2016,13.383546,213.58176,3.1810781,0.04131,0.202,1253.0,0.929,0.922,5498.0,-0.15739,G,535.383
1261,K2-419 A b,K2-419 A,Transit,2024,10.55,196.0,20.35847252,0.1208,0.042,377.0,0.562,0.541,3711.0,-1.27654,,268.685
1262,Kepler-368 b,Kepler-368,Transit,2014,3.26,,26.84768,0.186,,,,2.019,5502.0,,,770.978
1263,HD 92788 b,HD 92788,Radial Velocity,2000,,1195.0408,325.803,0.97,0.35,,1.15,1.14,5744.0,,G6 V,34.6538
1264,HD 165155 b,HD 165155,Radial Velocity,2016,,918.5287,434.5,1.13,0.2,,1.02,0.95,5426.0,-0.1549,G8 V,63.3574
1265,Kepler-317 b,Kepler-317,Transit,2014,2.09,,5.524242,0.061,,,,0.941,5497.0,,,940.584
1266,Kepler-508 b,Kepler-508,Transit,2016,1.64,,25.30889748,,,,1.16,1.25,6025.0,,,324.618
1267,Gl 410 b,Gl 410,Radial Velocity,2025,,8.4,6.02,0.0531,,,0.55,0.543,3842.0,-1.239,,11.9324
1268,Kepler-1782 b,Kepler-1782,Transit,2021,2.22927435,,5.756229877,,,,0.794,0.734,4931.0,,,305.792
1269,Kepler-931 b,Kepler-931,Transit,2016,1.33,,8.03755877,,,,0.86,0.81,5241.0,,,
1270,Kepler-47 b,Kepler-47,Transit,2012,3.05,2.07,49.4643,0.2877,0.021,,0.957,0.936,,,,1025.02
1271,Kepler-1985 b,Kepler-1985,Transit,2023,2.27,,3.42064689,0.0426,0.0,1129.0,0.877,0.966,5370.0,,,
1272,KIC 8540376 c,KOI-7892,Transit,2015,2.4,,75.2,,,,1.04,1.26,6474.0,,,1072.3
1273,Kepler-1582 b,Kepler-1582,Transit,2016,1.49,,4.83817712,,,,0.28,0.3,3208.0,,,78.8906
1274,TOI-332 b,TOI-332,Transit,2023,3.2,57.2,0.777038,0.0159,0.0,1871.0,0.88,0.87,5251.0,,K0 V,222.852
1275,TOI-2338 b,TOI-2338,Transit,2023,11.2089807,1900.61387386,22.65398,0.158,0.676,799.0,0.99,1.05,5581.0,-0.01323,,313.996
1276,Wolf 503 b,Wolf 503,Transit,2018,2.043,6.26,6.00127,0.05706,0.41,790.0,0.688,0.689,4716.0,-0.67572,K3.5 V,44.526
1277,TOI-1224 c,TOI-1224,Transit,2024,2.884,,17.945466,,0.0,,0.4,0.404,3326.0,-1.6968,,37.3312
1278,TOI-6303 b,TOI-6303,Transit,2025,11.59,2493.0,9.485236,0.0761,0.02,541.0,0.644,0.609,3977.0,-1.08672,,152.219
1279,Kepler-307 b,Kepler-307,Transit,2013,2.43,7.44,10.4208,,,,0.907,0.814,5367.0,,,575.581
1280,Kepler-1616 b,Kepler-1616,Transit,2016,1.02,,6.76284377,,,,1.21,1.34,6266.0,,,1137.81
1281,Kepler-794 b,Kepler-794,Transit,2016,2.11,,11.13125132,,,,1.19,1.38,5839.0,,,931.192
1282,NGTS-21 b,NGTS-21,Transit,2022,14.90794433,750.07504052,1.5433897,0.0236,0.0,1357.0,0.72,0.86,4660.0,,K3 V,592.891
1283,Kepler-1234 b,Kepler-1234,Transit,2016,2.81,,11.94014029,,,,0.8,0.76,4967.0,,,916.749
1284,Kepler-133 c,Kepler-133,Transit,2014,2.84,,31.517586,0.204,,,,1.425,5736.0,,,653.6
1285,HD 205158 b,HD 205158,Radial Velocity,2022,,124.58873554,25.33798,0.177,0.145,,1.16,,,,,86.6159
1286,K2-325 b,K2-325,Transit,2020,2.2,,6.93,0.0419,,423.0,0.274,0.298,3287.0,,,111.638
1287,HD 153557 d,HD 153557,Radial Velocity,2022,,8725.66108578,40654.64809,21.449,0.152,,0.79,,,,,17.9412
1288,TOI-5126 c,TOI-5126,Transit,2023,3.86,,17.8999,0.1439,0.0,971.0,1.24,1.241,6150.0,0.29885,F V,160.414
1289,Kepler-357 d,Kepler-357,Transit,2014,3.43,,49.499875,0.246,,,,0.834,5036.0,,,688.573
1290,Kepler-1919 b,Kepler-1919,Transit,2021,2.62390658,,37.88660049,,,,0.868,0.818,5513.0,,,1177.53
1291,HATS-1 b,HATS-1,Transit,2012,14.594,589.55,3.446459,0.0444,0.12,1359.0,0.986,1.038,5870.0,0.04139,,283.971
1292,KOBE-1 b,KOBE-1,Radial Velocity,2025,,8.8,8.5399,0.07006,0.0,594.4,0.629,0.619,4135.0,-0.99576,K7 V,23.9718
1293,TOI-1272 c,TOI-1272,Radial Velocity,2022,,21.7,8.6811,0.079,0.12,,0.8772,0.7934,5065.0,-0.42597,,137.572
1294,Kepler-876 b,Kepler-876,Transit,2016,1.43,,5.14438011,,,,0.81,0.77,5060.0,,,820.913
1295,OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,Microlensing,2018,,4.43,,1.18,,,0.234,,,,,860.0
1296,Kepler-553 c,Kepler-553,Transit,2016,11.57887706,2129.4503269,328.24017,0.898,0.346,251.0,0.889,0.902,5191.0,-0.27084,,728.525
1297,Kepler-1412 b,Kepler-1412,Transit,2016,0.83,,3.6146051,,,,1.06,1.27,5880.0,,,755.678
1298,Kepler-1060 b,Kepler-1060,Transit,2016,2.38,,46.8779367,,,,0.99,0.99,5797.0,,,946.565
1299,Kepler-1169 b,Kepler-1169,Transit,2016,0.94,,6.11009134,,,,1.24,1.23,6191.0,,,522.823
1300,K2-357 b,K2-357,Transit,2021,3.72,,16.3488637,0.145,,735.0,0.98,1.0,5794.0,,,517.687
1301,K2-49 b,K2-49,Transit,2016,1.93,,2.77065,0.0309,,,0.51,0.45,4175.0,,,457.125
1302,HD 18599 b,HD 18599,Transit,2022,2.6,24.1,4.1374354,0.048,0.34,,0.863,0.767,5145.0,-0.42946,K2 V,38.5653
1303,K2-188 c,K2-188,Transit,2018,2.83,,7.810253,0.0785,,1026.0,1.06,1.19,5977.0,,,446.821
1304,Kepler-61 b,Kepler-61,Transit,2013,2.15,,59.87756,,0.25,273.0,0.635,0.62,4017.0,,K7 V,335.079
1305,HD 25463 c,HD 25463,Transit,2023,1.36354953,4.3,3.04405,0.0443,0.0,1585.57,1.251,1.4182,6353.0,0.47276,,45.6181
1306,WASP-22 b,WASP-22,Transit,2010,13.78707,212.9461,3.53269,,0.02,,1.46,1.24,6000.0,,,317.652
1307,HD 105779 b,HD 105779,Radial Velocity,2022,,203.41018048,2412.0,3.38,0.0,,0.89,0.94,5792.0,-0.10791,G2,55.2411
1308,K2-80 d,K2-80,Transit,2018,2.55211506,,28.867253,,,,0.913111,0.841458,5377.0,,,200.802
1309,WASP-183 b,WASP-183,Transit,2019,16.47723,159.55066,4.1117771,0.04632,,1111.0,0.784,0.871,5313.0,,G9,325.377
1310,Kepler-338 d,Kepler-338,Transit,2014,3.0,,44.431014,0.257,,,,1.735,5923.0,,,552.798
1311,Kepler-1687 b,Kepler-1687,Transit,2020,1.65623882,,5.77954,,,,0.65,0.726119,4132.0,-0.85865,,417.014
1312,KMT-2017-BLG-1057L b,KMT-2017-BLG-1057L,Microlensing,2024,,23.5,,2.36,,,0.57,,,,,6500.0
1313,HATS-22 b,HATS-22,Transit,2017,10.682177,870.8542,4.7228124,0.05025,0.079,858.0,0.759,0.689,4803.0,-0.64589,K V,229.518
1314,HD 10697 b,HD 10697,Radial Velocity,1999,,1825.2885414,1075.3799,2.051,0.104,,0.99,,,,,33.1205
1315,Kepler-139 b,Kepler-139,Transit,2014,2.94,,15.771044,0.127,,,,1.3,5594.0,,,391.038
1316,Kepler-858 b,Kepler-858,Transit,2016,4.87,,76.13602028,,,,0.96,0.91,5653.0,,,298.532
1317,GJ 3138 b,GJ 3138,Radial Velocity,2017,,1.78,1.22003,0.0197,0.19,,0.681,0.5,3717.0,-1.34679,M0,28.4712
1318,Kepler-228 b,Kepler-228,Transit,2014,1.53,,2.566546,0.038,,,,1.014,6043.0,,,1644.61
1319,Kepler-864 b,Kepler-864,Transit,2016,2.4,,5.83376092,,,,1.0,1.0,5754.0,,,2022.9
1320,HD 190007 b,HD 190007,Radial Velocity,2020,,15.5,11.724128,,0.136,,0.77,,4610.0,,K4 V,12.7141
1321,GJ 96 b,GJ 96,Radial Velocity,2018,,19.66,73.94,0.291,0.44,,0.6,,3785.0,-1.05159,M2,11.9315
1322,Kepler-276 c,Kepler-276,Transit,2013,2.9,16.6,31.884,,,,1.1,1.03,,,,1144.86
1323,kap CrB b,kap CrB,Radial Velocity,2007,,483.73483545,1253.68,2.5,0.04,,1.33,4.68,4840.0,1.03583,K0 III-IV,30.0651
1324,HD 233604 b,HD 233604,Radial Velocity,2013,,2089.644,192.0,0.747,0.05,,1.5,10.9,4791.0,1.75,K5,847.058
1325,Kepler-282 e,Kepler-282,Transit,2013,3.1,56.2,44.347,,,,0.97,0.89,,,,1337.61
1326,K2-249 b,K2-249,Transit,2018,2.79,,12.409,0.1151,,1061.0,1.32,1.57,6504.0,,,521.716
1327,K2-368 b,K2-368,Transit,2022,1.332,,5.025598,,,,0.746,0.663,4663.0,,,206.608
1328,HD 15906 c,HD 15906,Transit,2023,2.93,,21.583298,0.141,0.04,532.0,0.79,0.762,4757.0,-0.56864,K V,45.5621
1329,2MASS J03590986+2009361 b,2MASS J03590986+2009361,Imaging,2024,,5720.911326,,572.0,,2369.0,,,,,,117.435
1330,Kepler-487 d,Kepler-487,Transit,2021,2.77513568,,2.418390036,,,,0.874,0.887,5422.0,,,872.343
1331,Kepler-1237 b,Kepler-1237,Transit,2016,2.86,,84.5733226,,,,0.94,0.9,5472.0,,,1064.31
1332,WTS-1 b,WTS-1,Transit,2012,16.7,1274.44,3.352057,0.047,0.1,1500.0,1.2,1.15,6250.0,,F6 V,2346.01
1333,HD 96700 c,HD 96700,Radial Velocity,2021,,3.5,19.88,0.141,0.293,,0.89,,5845.0,0.13988,G0 V,25.4111
1334,Kepler-406 c,Kepler-406,Transit,2014,0.85,2.71,4.62332,,,,1.07,1.07,5538.0,,,364.03
1335,Kepler-1048 b,Kepler-1048,Transit,2016,1.61,,6.92101021,,,,0.75,0.7,4651.0,,,556.006
1336,Kepler-84 f,Kepler-84,Transit,2014,2.2,,44.552169,0.25,,,,1.169,6031.0,,,1023.9
1337,Kepler-306 d,Kepler-306,Transit,2014,2.47,,17.326644,0.12,,,,0.719,4954.0,,,775.679
1338,Kepler-104 d,Kepler-104,Transit,2014,3.58,,51.755394,0.257,,,,1.349,5711.0,,,400.785
1339,17 Sco b,17 Sco,Radial Velocity,2020,,1373.01871824,578.38,1.45,0.06,,1.22,25.92,4157.0,2.25435,K3 III,124.953
1340,HD 33283 b,HD 33283,Radial Velocity,2006,,104.56607,18.1991,0.1508,0.399,,1.38,1.97,5935.0,0.64,G3/G5 V,89.8623
1341,TOI-1411 b,TOI-1411,Transit,2022,1.19880592,2.0,1.4520527,0.02122,0.0,976.4,0.6045,0.614,4115.0,-1.01323,,32.4778
1342,Kepler-129 c,Kepler-129,Transit,2014,2.52,43.0,82.2,0.39,,,1.178,1.653,5770.0,,G4 V,408.845
1343,K2-157 b,K2-157,Transit,2018,0.935,1.14,0.3652575,0.00962,,2432.0,0.89,0.86,5334.0,,G9 V,298.373
